ID,Name,Description,ColumnSpec
100_wing,wing,,
101_tofly,to fly,,
102_rat,rat,,
103_meatflesh,meat/flesh,,
104_fatgrease,fat/grease,,
105_tail,tail,,
106_snake,snake,,
107_wormearthworm,worm (earthworm),,
108_louse,louse,,
109_mosquito,mosquito,,
10_dirty,dirty,,
110_spider,spider,,
111_fish,fish,,
112_rotten,rotten,,
113_branch,branch,,
114_leaf,leaf,,
115_root,root,,
116_flower,flower,,
117_fruit,fruit,,
118_grass,grass,,
119_earthsoil,earth/soil,,
11_dust,dust,,
120_stone,stone,,
121_sand,sand,,
122_water,water,,
123_toflow,to flow,,
124_sea,sea,,
125_salt,salt,,
126_lake,lake,,
127_woodsforest,woods/forest,,
128_sky,sky,,
129_moon,moon,,
12_skin,skin,,
130_star,star,,
131_cloud,cloud,,
132_fog,fog,,
133_rain,rain,,
134_thunder,thunder,,
135_lightning,lightning,,
136_wind,wind,,
137_toblow,to blow,,
138_warm,warm,,
139_cold,cold,,
13_back,back,,
140_dry,dry,,
141_wet,wet,,
142_heavy,heavy,,
143_fire,fire,,
144_toburn,to burn,,
145_smoke,smoke,,
146_ashes,ashes,,
147_black,black,,
148_white,white,,
149_red,red,,
14_belly,belly,,
150_yellow,yellow,,
151_green,green,,
152_small,small,,
153_big,big,,
154_short,short,,
155_long,long,,
156_thin,thin,,
157_thick,thick,,
158_narrow,narrow,,
159_wide,wide,,
15_bone,bone,,
160_painfulsick,"painful, sick",,
161_shyashamed,"shy, ashamed",,
162_old,old,,
163_new,new,,
164_good,good,,
165_badevil,"bad, evil",,
166_correcttrue,"correct, true",,
167_night,night,,
168_day,day,,
169_year,year,,
16_intestines,intestines,,
170_when,when?,,
171_tohide,to hide,,
172_toclimb,to climb,,
173_at,at,,
174_ininside,"in, inside",,
175_above,above,,
176_below,below,,
177_this,this,,
178_that,that,,
179_near,near,,
17_liver,liver,,
180_far,far,,
181_where,where?,,
182_i,I,,
183_thou,thou,,
184_heshe,he/she,,
185_we,we,,
186_you,you,,
187_they,they,,
188_what,what?,,
189_who,who?,,
18_breast,breast,,
190_other,other,,
191_all,all,,
192_and,and,,
193_if,if,,
194_how,how?,,
195_nonot,"no, not",,
196_tocount,to count,,
197_one,One,,
198_two,Two,,
199_three,Three,,
19_shoulder,shoulder,,
1_hand,hand,,
200_four,Four,,
201_five,Five,,
202_six,Six,,
203_seven,Seven,,
204_eight,Eight,,
205_nine,Nine,,
206_ten,Ten,,
207_twenty,Twenty,,
208_fifty,Fifty,,
209_onehundred,One Hundred,,
20_toknowbeknowledgeable,"to know, be knowledgeable",,
210_onethousand,One Thousand,,
21_tothink,to think,,
22_tofear,to fear,,
23_blood,blood,,
24_head,head,,
25_neck,neck,,
26_hair,hair,,
27_nose,nose,,
28_tobreathe,to breathe,,
29_tosniffsmell,"to sniff, smell",,
2_left,left,,
30_mouth,mouth,,
31_tooth,tooth,,
32_tongue,tongue,,
33_tolaugh,to laugh,,
34_tocry,to cry,,
35_tovomit,to vomit,,
36_tospit,to spit,,
37_toeat,to eat,,
38_tochew,to chew,,
39_tocook,to cook,,
3_right,right,,
40_todrink,to drink,,
41_tobite,to bite,,
42_tosuck,to suck,,
43_ear,ear,,
44_tohear,to hear,,
45_eye,eye,,
46_tosee,to see,,
47_toyawn,to yawn,,
48_tosleep,to sleep,,
49_toliedown,to lie down,,
4_legfoot,leg/foot,,
50_todream,to dream,,
51_tosit,to sit,,
52_tostand,to stand,,
53_personhumanbeing,person/human being,,
54_manmale,man/male,,
55_womanfemale,woman/female,,
56_child,child,,
57_husband,husband,,
58_wife,wife,,
59_mother,mother,,
5_towalk,to walk,,
60_father,father,,
61_house,house,,
62_thatchroof,thatch/roof,,
63_name,name,,
64_tosay,to say,,
65_rope,rope,,
66_totieupfasten,"to tie up, fasten",,
67_tosew,to sew,,
68_needle,needle,,
69_tohunt,to hunt,,
6_roadpath,road/path,,
70_toshoot,to shoot,,
71_tostabpierce,"to stab, pierce",,
72_tohit,to hit,,
73_tosteal,to steal,,
74_tokill,to kill,,
75_todiebedead,"to die, be dead",,
76_tolivebealive,"to live, be alive",,
77_toscratch,to scratch,,
78_tocuthack,"to cut, hack",,
79_stickwood,stick/wood,,
7_tocome,to come,,
80_tosplit,to split,,
81_sharp,sharp,,
82_dullblunt,"dull, blunt",,
83_towork,to work,,
84_toplant,to plant,,
85_tochoose,to choose,,
86_togrow,to grow,,
87_toswell,to swell,,
88_tosqueeze,to squeeze,,
89_tohold,to hold,,
8_toturn,to turn,,
90_todig,to dig,,
91_tobuy,to buy,,
92_toopenuncover,"to open, uncover",,
93_topoundbeat,"to pound, beat",,
94_tothrow,to throw,,
95_tofall,to fall,,
96_dog,dog,,
97_bird,bird,,
98_egg,egg,,
99_feather,feather,,
9_toswim,to swim,,
GB020,Are there definite or specific articles?,,
GB021,Do indefinite nominals commonly have indefinite articles?,,
GB022,Are there prenominal articles?,,
GB023,Are there postnominal articles?,,
GB024,What is the order of numeral and noun in the NP?,,
GB025,What is the order of adnominal demonstrative and noun?,,
GB026,Can adnominal property words occur discontinuously?,,
GB027,Are nominal conjunction and comitative expressed by different elements?,,
GB028,Is there a distinction between inclusive and exclusive?,,
GB030,Is there a gender distinction in independent 3rd person pronouns?,,
GB031,Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?,,
GB035,Are there three or more distance contrasts in demonstratives?,,
GB036,Do demonstratives show an elevation distinction?,,
GB037,Do demonstratives show a visible-nonvisible distinction?,,
GB038,Are there demonstrative classifiers?,,
GB039,Is there nonphonological allomorphy of noun number markers?,,
GB041,Are there several nouns (more than three) which are suppletive for number?,,
GB042,Is there productive overt morphological singular marking on nouns?,,
GB043,Is there productive morphological dual marking on nouns?,,
GB044,Is there productive morphological plural marking on nouns?,,
GB046,Is there an associative plural marker for nouns?,,
GB047,Is there a productive morphological pattern for deriving an action/state noun from a verb?,,
GB048,Is there a productive morphological pattern for deriving an agent noun from a verb?,,
GB049,Is there a productive morphological pattern for deriving an object noun from a verb?,,
GB051,Is there a gender/noun class system where sex is a factor in class assignment?,,
GB052,Is there a gender/noun class system where shape is a factor in class assignment?,,
GB053,Is there a gender/noun class system where animacy is a factor in class assignment?,,
GB054,Is there a gender/noun class system where plant status is a factor in class assignment?,,
GB057,Are there numeral classifiers?,,
GB058,Are there possessive classifiers?,,
GB059,Is the adnominal possessive construction different for alienable and inalienable nouns?,,
GB065,What is the pragmatically unmarked order of adnominal possessor noun and possessed noun?,,
GB068,"Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?",,
GB069,"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",,
GB070,Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?,,
GB071,Are there morphological cases for pronominal core arguments (i.e. S/A/P)?,,
GB072,Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?,,
GB073,Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?,,
GB074,Are there prepositions?,,
GB075,Are there postpositions?,,
GB079,"Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?",,
GB080,"Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?",,
GB081,Is there productive infixation in verbs?,,
GB082,Is there overt morphological marking of present tense on verbs?,,
GB083,Is there overt morphological marking on the verb dedicated to past tense?,,
GB084,Is there overt morphological marking on the verb dedicated to future tense?,,
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?,,
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?,,
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,,
GB096,Are variations in marking strategies of core participants based on verb classes?,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,,
GB099,Can verb stems alter according to the person of a core participant?,,
GB103,Is there a benefactive applicative marker on the verb (including indexing)?,,
GB104,Is there an instrumental applicative marker on the verb (including indexing)?,,
GB105,Can the recipient in a ditransitive construction be marked like the monotransitive patient?,,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",,
GB108,Is there directional or locative morphological marking on verbs?,,
GB109,Is there verb suppletion for participant number?,,
GB110,Is there verb suppletion for tense or aspect?,,
GB111,Are there conjugation classes?,,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,,
GB114,Is there a phonologically bound reflexive marker on the verb?,,
GB115,Is there a phonologically bound reciprocal marker on the verb?,,
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",,
GB117,Is there a copula for predicate nominals?,,
GB118,Are there serial verb constructions?,,
GB119,"Can mood be marked by an inflecting word (""auxiliary verb"")?",,
GB120,"Can aspect be marked by an inflecting word (""auxiliary verb"")?",,
GB121,"Can tense be marked by an inflecting word (""auxiliary verb"")?",,
GB122,Is verb compounding a regular process?,,
GB123,Are there verb-adjunct (aka light-verb) constructions?,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,,
GB126,Is there an existential verb?,,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?,,
GB129,"Is there a notably small number, i.e. about 100 or less, of verb roots in the language?",,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,,
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,,
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,,
GB134,Is the order of constituents the same in main and subordinate clauses?,,
GB135,Do clausal objects usually occur in the same position as nominal objects?,,
GB136,Is the order of core argument (i.e. S/A/P) constituents fixed?,,
GB137,Can standard negation be marked clause-finally?,,
GB138,Can standard negation be marked clause-initially?,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,,
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,,
GB147,Is there a morphological passive marked on the lexical verb?,,
GB148,Is there a morphological antipassive marked on the lexical verb?,,
GB149,Is there a morphologically marked inverse on verbs?,,
GB150,Is there clause chaining?,,
GB151,"Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?",,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,,
GB155,Are causatives formed by affixes or clitics on verbs?,,
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?,,
GB158,Are verbs reduplicated?,,
GB159,Are nouns reduplicated?,,
GB160,Are elements apart from verbs or nouns reduplicated?,,
GB165,Is there productive morphological trial marking on nouns?,,
GB166,Is there productive morphological paucal marking on nouns?,,
GB167,Is there a logophoric pronoun?,,
GB170,Can an adnominal property word agree with the noun in gender/noun class?,,
GB171,Can an adnominal demonstrative agree with the noun in gender/noun class?,,
GB172,Can an article agree with the noun in gender/noun class?,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?",,
GB184,Can an adnominal property word agree with the noun in number?,,
GB185,Can an adnominal demonstrative agree with the noun in number?,,
GB186,Can an article agree with the noun in number?,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,,
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,,
GB192,Is there a gender system where a noun's phonological properties are a factor in class assignment?,,
GB193,What is the order of adnominal property word and noun?,,
GB196,Is there a male/female distinction in 2nd person independent pronouns?,,
GB197,Is there a male/female distinction in 1st person independent pronouns?,,
GB198,Can an adnominal numeral agree with the noun in gender/noun class?,,
GB203,What is the order of the adnominal collective universal quantifier ('all') and the noun?,,
GB204,Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?,,
GB250,Can predicative possession be expressed with a transitive 'habeo' verb?,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,,
GB256,Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?,,
GB257,Can polar interrogation be marked by intonation only?,,
GB260,Can polar interrogation be indicated by a special word order?,,
GB262,Is there a clause-initial polar interrogative particle?,,
GB263,Is there a clause-final polar interrogative particle?,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,,
GB265,"Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?",,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,,
GB270,Can comparatives be expressed using two conjoined clauses?,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?,,
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,,
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,,
GB291,Can polar interrogation be marked by tone?,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,,
GB298,"Can standard negation be marked by an inflecting word (""auxiliary verb"")?",,
GB299,"Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?",,
GB300,Does the verb for 'give' have suppletive verb forms?,,
GB301,Is there an inclusory construction?,,
GB302,"Is there a phonologically free passive marker (""particle"" or ""auxiliary"")?",,
GB303,"Is there a phonologically free antipassive marker (""particle"" or ""auxiliary"")?",,
GB304,Can the agent be expressed overtly in a passive clause?,,
GB305,Is there a phonologically independent reflexive pronoun?,,
GB306,Is there a phonologically independent non-bipartite reciprocal pronoun?,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",,
GB312,Is there overt morphological marking on the verb dedicated to mood?,,
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,,
GB314,Can augmentative meaning be expressed productively by a shift of gender/noun class?,,
GB315,Can diminutive meaning be expressed productively by a shift of gender/noun class?,,
GB316,Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?,,
GB317,Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?,,
GB318,Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?,,
GB319,Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?,,
GB320,Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?,,
GB321,Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",,
GB325,Is there a count/mass distinction in interrogative quantifiers?,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,,
GB327,Can the relative clause follow the noun?,,
GB328,Can the relative clause precede the noun?,,
GB329,Are there internally-headed relative clauses?,,
GB330,Are there correlative relative clauses?,,
GB331,Are there non-adjacent relative clauses?,,
GB333,Is there a decimal numeral system?,,
GB334,Is there synchronic evidence for any element of a quinary numeral system?,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,,
GB336,Is there a body-part tallying system?,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",,
GB401,Is there a class of patient-labile verbs?,,
GB402,Does the verb for 'see' have suppletive verb forms?,,
GB403,Does the verb for 'come' have suppletive verb forms?,,
GB408,Is there any accusative alignment of flagging?,,
GB409,Is there any ergative alignment of flagging?,,
GB410,Is there any neutral alignment of flagging?,,
GB415,Is there a politeness distinction in 2nd person forms?,,
GB421,Is there a preposed complementizer in complements of verbs of thinking and/or knowing?,,
GB422,Is there a postposed complementizer in complements of verbs of thinking and/or knowing?,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,,
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,,
GB519,"Can mood be marked by a non-inflecting word (""auxiliary particle"")?",,
GB520,"Can aspect be marked by a non-inflecting word (""auxiliary particle"")?",,
GB521,"Can tense be marked by a non-inflecting word (""auxiliary particle"")?",,
GB522,"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?",,
